PMID	E1	E2	ClASS_LABEL	PROBABILITY	COS_SIM	GROUPS
10482563	155030	30816	0.0	1.3428673e-08	0.021584252|1.0000002|0.02918181|0.09426106|0.0478483|0.109168865|0.06522766|0.021584252|0.076550476|0.1106852|0.28769916|0.01978051|0.07124772|0.021584252|0.077052504|0.021265818|0.021584252	228|254|680|1608|1668|1922|2206|2414|2418|2666|2950|3096|3304|3440|3606|4162|4280
10482563	30816	155030	0.0	7.611094e-09	0.020251228|0.9999998|0.024106562|0.083431534|0.040422194|0.10397592|0.07286579|0.020251228|0.05719146|0.10634503|0.30575478|0.022184968|0.062251758|0.020251228|0.10287277|0.01790749|0.020251228	229|255|681|1609|1669|1923|2207|2415|2419|2667|2951|3097|3305|3441|3607|4163|4281
26215564	155945	920	1.0	0.9999999	0.06990655|0.044870004|0.1807217|0.03508273|0.027109759|0.99999994|0.0|0.0|0.024590135|0.041210268|0.040201657|0.030472131|0.15000282|0.0|0.0|0.0|0.0|0.030153211|0.051626943|0.0|0.028696436|0.011823116|0.019647913|0.09433241|0.0064446833|0.03846568|0.07366429|0.035095014|0.0|0.02470604|0.0|0.03105573|0.0|0.034412485|0.054160915|0.048400886|0.032859027|0.022041306|0.028270965|0.028461242|0.038584065|0.0|0.037357174|0.047089636|0.030457938|0.0|0.0|0.0|0.13014573|0.029029816|0.048675414|0.0|0.0|0.06786373|0.030457938|0.017587751|0.0|0.0|0.0|0.02488867|0.13937838|0.031123675|0.03626376|0.0|0.06740276|0.05535297|0.02876787|0.050544433|0.028710615|0.0|0.101577625	126|154|188|196|204|256|288|306|402|448|570|590|764|820|830|1020|1072|1110|1218|1262|1376|1436|1440|1526|1568|1610|1628|1714|1846|1862|1930|1936|1986|2268|2342|2406|2452|2534|2544|2586|2620|2660|2732|2756|2788|2824|3024|3204|3226|3276|3320|3326|3342|3426|3532|3626|3660|3706|3770|3866|3910|3952|3954|3986|4226|4346|4356|4380|4662|4814|4862
26215564	920	155945	1.0	0.9999995	0.06931663|0.033932533|0.18754435|0.03829324|0.029609948|1.0|0.0|0.045979127|0.02289055|0.04179903|0.038047478|0.02911195|0.13059783|0.0|0.0|0.0|0.0|0.03351267|0.06384095|0.0|0.024731291|0.013020027|0.022122573|0.10738225|0.009095258|0.03419647|0.065229535|0.042381488|0.0|0.024764288|0.0|0.030507943|0.0|0.03523355|0.051992938|0.061273713|0.032678273|0.021925943|0.02663694|0.030492071|0.03880333|0.0|0.029203791|0.039516337|0.029422406|0.0|0.0|0.0|0.1364058|0.02570476|0.047700714|0.0|0.0|0.06529325|0.029422406|0.015745796|0.0|0.0|0.051014334|0.025758132|0.114306465|0.034102328|0.053438015|0.0|0.051261645|0.08298228|0.03704319|0.051116258|0.024710754|0.0|0.09954129	127|155|189|197|205|257|289|307|403|449|571|591|765|821|831|1021|1073|1111|1219|1263|1377|1437|1441|1527|1569|1611|1629|1715|1847|1863|1931|1937|1987|2269|2343|2407|2453|2535|2545|2587|2621|2661|2733|2757|2789|2825|3025|3205|3227|3277|3321|3327|3343|3427|3533|3627|3661|3707|3771|3867|3911|3953|3955|3987|4227|4347|4357|4381|4663|4815|4863
15997874	155030	347376	0.0	0.6532528	0.052479185|0.99999994|0.5275717|0.069541916|0.01176996|0.06045171|0.032781668|0.045831874|0.07596125|0.06045171|0.06045171|0.07082503|0.07082503|0.07082503|0.052083552|0.07642722|0.07082503|0.073432654|0.023852216|0.07082503|0.06045171|0.07082503	100|258|340|1474|1476|1630|1854|2022|2170|2256|2318|2378|2390|3060|3130|3154|3220|3268|3632|3840|4128|4416
15997874	347376	155030	0.0	0.6532528	0.062105753|0.99999994|0.45304635|0.0762915|0.0106967585|0.057026774|0.02920182|0.03761571|0.08174017|0.057026774|0.057026774|0.06413708|0.06413708|0.06413708|0.03793604|0.0754312|0.06413708|0.09255094|0.021417722|0.06413708|0.057026774|0.06413708	101|259|341|1475|1477|1631|1855|2023|2171|2257|2319|2379|2391|3061|3131|3155|3221|3269|3633|3841|4129|4417
19073216	155030	1629	0.0	0.0009738834	0.24528745|0.99999964|0.24528742	170|260|2566
19073216	1629	155030	0.0	0.0002858208	0.2129059|0.99999964|0.21290591	171|261|2567
26494109	155459	60489	1.0	1.0	0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0	18|20|26|32|60|80|92|124|142|180|224|238|262|276|342|376|380|388|444|460|542|672|678|692|878|916|966|978|1004|1090|1152|1232|1266|1290|1324|1360|1382|1566|1602|1644|1690|1746|1748|1782|1784|1792|1800|1840|1894|1978|2002|2030|2032|2060|2066|2136|2142|2154|2252|2266|2332|2334|2338|2412|2424|2626|2682|2692|2712|2714|2800|2834|2874|2890|3044|3214|3306|3334|3356|3430|3460|3512|3514|3520|3562|3634|3712|3730|3776|3784|3794|3882|3892|3934|3938|3948|3956|3960|4008|4010|4154|4156|4160|4170|4220|4238|4244|4260|4304|4308|4360|4422|4428|4436|4438|4468|4482|4512|4518|4532|4544|4558|4568|4588|4666|4680|4702|4744|4768|4780|4806|4810|4832|4848|4852
26494109	60489	155459	1.0	1.0	0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0	19|21|27|33|61|81|93|125|143|181|225|239|263|277|343|377|381|389|445|461|543|673|679|693|879|917|967|979|1005|1091|1153|1233|1267|1291|1325|1361|1383|1567|1603|1645|1691|1747|1749|1783|1785|1793|1801|1841|1895|1979|2003|2031|2033|2061|2067|2137|2143|2155|2253|2267|2333|2335|2339|2413|2425|2627|2683|2693|2713|2715|2801|2835|2875|2891|3045|3215|3307|3335|3357|3431|3461|3513|3515|3521|3563|3635|3713|3731|3777|3785|3795|3883|3893|3935|3939|3949|3957|3961|4009|4011|4155|4157|4161|4171|4221|4239|4245|4261|4305|4309|4361|4423|4429|4437|4439|4469|4483|4513|4519|4533|4545|4559|4569|4589|4667|4681|4703|4745|4769|4781|4807|4811|4833|4849|4853
27852860	155908	7514	1.0	0.999997	0.044457395|0.10675458|1.0000006|0.030874673|0.06859176|0.08892167|0.01521006|0.09104607|0.03845515|0.0|0.058673877|0.023229808|0.04714563|0.0297528|0.032903418|0.031386465|0.017290521|0.022692898|0.056020692|0.019601846|0.056808896|0.038547195|0.054230236	112|130|264|494|576|598|684|842|1012|1316|1498|1654|2442|2928|2974|3004|3118|3824|3874|4138|4282|4682|4754
27852860	7514	155908	1.0	0.99999774	0.057388168|0.10434744|1.0000001|0.032505415|0.070478804|0.08764151|0.022767358|0.085159436|0.031711906|0.0|0.06448999|0.027054314|0.03739343|0.023682168|0.034169193|0.028999144|0.009138163|0.022355746|0.0536217|0.02206551|0.05002024|0.051917948|0.058955673	113|131|265|495|577|599|685|843|1013|1317|1499|1655|2443|2929|2975|3005|3119|3825|3875|4139|4283|4683|4755
12459786	155030	925	0.0	0.99893504	0.071137056|0.046829414|0.9999999|0.048541397|0.019777391|0.07699437|0.029146397|0.03506745|0.071026586|0.021685388|0.054433927|0.032588616|0.02466185|0.15541096|0.030551288|0.0|0.013757309|0.058017053|0.068662256|0.07171544|0.0|0.065622844|0.028143631	64|78|266|1740|2068|2072|2140|2320|2352|2726|2752|2846|3074|3400|3484|3556|3580|3790|3800|4536|4586|4632|4674
12459786	925	155030	0.0	0.9991159	0.08225838|0.040831495|1.0000001|0.034696944|0.026867319|0.05675073|0.026541078|0.05515257|0.06657085|0.021817993|0.029580843|0.021610063|0.019791435|0.16569541|0.04199972|0.0|0.014680026|0.039879363|0.08625937|0.11449355|0.03333016|0.05211228|0.024261883	65|79|267|1741|2069|2073|2141|2321|2353|2727|2753|2847|3075|3401|3485|3557|3581|3791|3801|4537|4587|4633|4675
24904548	155030	3710	1.0	0.009226698	0.9999999|0.049366895|0.06118524|0.043847356|0.027872806|0.040589936|0.031456903	268|924|1276|1286|2196|4196|4488
24904548	3710	155030	1.0	0.016263884	1.0|0.059984073|0.049210586|0.039052833|0.029042538|0.034112908|0.0342677	269|925|1277|1287|2197|4197|4489
18259889	155908	1654	1.0	0.5755505	1.0000002|0.020208318|0.04715903|0.026699763	270|3392|4202|4596
18259889	1654	155908	1.0	0.5755505	1.0000002|0.019798532|0.045840435|0.027464438	271|3393|4203|4597
17727729	155459	978	0.0	1.0	0.0|0.0|0.0	272|3008|3974
17727729	978	155459	0.0	1.0	0.0|0.0|0.0	273|3009|3975
8738430	155971	920	1.0	0.9994783	0.04269162|0.11359278|0.052544422|0.042691894|0.06635316|0.03496711|0.0|0.07630649|0.108269736|0.0|1.0|0.0|0.0|0.0|0.0|0.04587041|0.05868619|0.08556518|0.04874322|0.03706926|0.12326488|0.03968194|0.0|0.077411294|0.040929265|0.017757384|0.0|0.03753258|0.082464464|0.052525923|0.107715845|0.110909045|0.056849737|0.0|0.08693813|0.0|0.0|0.0|0.04952864|0.12469897|0.054626238|0.0|0.07469973|0.033927746|0.042500775|0.055683993|0.016568013|0.0|0.094754994|0.0|0.067267224|0.052514423|0.0|0.0|0.0|0.07594499|0.05235804|0.036442425|0.0|0.022736646|0.0|0.11611624|0.0|0.0|0.04517646|0.0496712|0.044845358|0.06899251|0.04684265|0.0|0.085486576|0.052440904|0.0|0.15470047|0.0337203|0.08935774|0.047314104|0.070955224|0.018820401|0.099948846|0.042530052|0.0|0.16200875|0.0643912|0.042430107|0.0|0.03935313|0.0|0.0|0.0|0.03975889|0.012157339|0.08055232|0.0|0.019975489|0.094080254|0.07894416|0.017388742|0.2754494|0.079559594|0.020719334|0.0|0.06951225|0.0|0.0|0.055671006|0.062719084|0.03879898|0.0|0.030510193|0.0|0.2754494|0.041513354|0.0|0.030716218|0.04857193|0.0|0.0|0.0|0.106231056|0.05587367|0.0|0.08628647|0.05968111|0.0825284|0.069940716|0.0704684|0.02086598|0.077098526|0.13220964|0.04471965|0.043677278|0.0|0.06678267|0.0|0.0|0.030808885|0.07447604|0.036184803|0.0|0.0|0.102597445|0.051755425|0.0|0.0737139|0.03582596|0.052157223|0.10835935|0.0|0.023691181|0.08021234|0.0|0.0|0.0|0.09450037|0.046828046|0.0|0.0|0.0618174|0.03092599|0.04247512|0.035803888|0.0|0.08386983|0.1327957|0.06652634|0.039571382|0.19281429|0.0|0.095919535|0.0|0.08038374|0.060142606|0.0|0.048721544|0.041751664|0.0496712|0.0|0.04013304|0.059297234|0.0|0.03496711|0.046220653|0.0|0.0|0.15649505|0.080440566|0.09836967|0.087383226|0.06438384|0.042854726|0.045327295|0.03496711|0.0|0.12035681|0.0|0.10372636|0.051147953|0.042291354|0.0|0.0|0.019995065|0.030005017|0.0|0.059975512|0.047598947|0.03569244|0.021898717|0.062485866|0.026009468|0.0|0.12215848|0.0|0.05168224|0.06617852|0.09393865|0.09411316|0.047161028|0.04809175|0.0|0.068450466|0.046023242|0.0|0.12397062|0.11691209|0.0|0.04706488|0.029540546|0.0496712|0.0|0.078674145|0.030812167|0.0410698|0.06490326|0.0|0.07457571|0.052387036|0.04321666|0.0|0.0|0.11605546|0.0|0.11497353|0.1615097|0.1299616|0.11213936|0.03515364|0.0|0.19640815|0.0|0.12618843|0.065225475|0.0851783|0.08465198|0.02193706|0.0|0.0|0.08074964|0.26434207|0.101143286|0.059319645|0.030909153|0.035803888|0.04596407|0.04464266|0.06931998|0.06526998|0.0|0.0|0.059913836|0.0|0.02647344|0.0|0.095650755|0.035928275|0.05948703|0.036145262|0.03418442|0.0|0.032344576|0.046912596|0.0|0.108222276	14|24|36|38|42|90|114|174|184|230|274|294|300|308|352|356|360|368|374|394|404|428|430|456|474|490|492|496|516|518|522|534|538|688|696|714|744|748|756|812|850|860|864|866|880|884|896|898|942|944|948|974|984|1048|1062|1088|1112|1140|1148|1176|1196|1204|1208|1210|1222|1226|1230|1244|1288|1304|1312|1320|1356|1372|1378|1400|1418|1438|1442|1472|1478|1482|1492|1518|1570|1580|1582|1590|1596|1606|1622|1634|1638|1660|1670|1686|1708|1762|1776|1790|1798|1802|1810|1830|1850|1868|1876|1878|1896|1898|1910|1928|1950|1958|1960|1968|2004|2020|2038|2040|2048|2062|2104|2106|2108|2116|2132|2146|2190|2208|2210|2226|2242|2254|2306|2310|2324|2328|2362|2366|2392|2398|2404|2428|2436|2446|2448|2450|2464|2494|2516|2522|2540|2546|2550|2576|2580|2594|2608|2610|2612|2644|2664|2686|2696|2702|2730|2740|2746|2748|2750|2764|2786|2830|2868|2884|2892|2900|2904|2986|3006|3020|3036|3050|3078|3080|3100|3146|3148|3158|3160|3174|3186|3246|3252|3278|3312|3354|3358|3364|3374|3380|3388|3420|3442|3474|3490|3510|3516|3542|3558|3568|3590|3602|3604|3636|3638|3658|3680|3690|3704|3724|3736|3742|3804|3838|3844|3870|3902|3912|3918|3928|3996|4000|4030|4046|4050|4054|4066|4082|4094|4108|4122|4132|4140|4150|4166|4168|4180|4186|4204|4224|4248|4250|4342|4362|4368|4384|4394|4402|4414|4434|4444|4476|4494|4504|4508|4514|4540|4542|4548|4552|4628|4692|4708|4722|4724|4774|4802|4812|4858|4860|4870
8738430	920	155971	1.0	0.99943763	0.032164093|0.15431768|0.051540412|0.051017635|0.07114332|0.0326508|0.0|0.078650735|0.08494285|0.0|1.0000004|0.0|0.052133292|0.0|0.0|0.046430536|0.058976725|0.07319893|0.058806725|0.039198928|0.112511635|0.0|0.0|0.048749015|0.033462256|0.029214606|0.0|0.037248857|0.082568325|0.06042865|0.077945195|0.11449986|0.06794207|0.0|0.088871166|0.0|0.0|0.0|0.04973668|0.12323796|0.04043959|0.0|0.06696987|0.02889199|0.044499103|0.06258714|0.011569271|0.0|0.122997|0.0|0.06214983|0.050964735|0.0|0.0|0.0|0.07743995|0.0|0.05057897|0.0|0.0225057|0.0|0.11590879|0.0|0.0|0.042427078|0.037721768|0.04875601|0.0683738|0.04724285|0.0|0.08747536|0.041731037|0.0|0.14421757|0.03833277|0.10539734|0.04967977|0.05980933|0.019705016|0.093268156|0.04565006|0.0|0.14797768|0.057435058|0.043713197|0.0|0.04843563|0.0|0.075214885|0.04165016|0.039730072|0.0066277254|0.0716051|0.0|0.025026912|0.115265325|0.0681458|0.016603082|0.25669006|0.08802262|0.02062438|0.0|0.08049085|0.0|0.0|0.0582357|0.058287024|0.043992497|0.0|0.029973397|0.0|0.25669006|0.03951063|0.0|0.029657371|0.043875955|0.0|0.0|0.0|0.10469836|0.0683636|0.0|0.08178385|0.058995776|0.083433025|0.06966585|0.062253404|0.015663698|0.0689549|0.15785025|0.052874126|0.0460467|0.035598204|0.057232525|0.0|0.0|0.028072745|0.07323793|0.036748186|0.0|0.0|0.10659985|0.048447877|0.0|0.074043855|0.027847836|0.070316054|0.10310772|0.0|0.030168017|0.06559287|0.0|0.0|0.0|0.10011029|0.047116686|0.0|0.0|0.061498128|0.04470807|0.042739443|0.033616|0.0|0.098642424|0.15076265|0.06618503|0.037363186|0.18824793|0.0|0.0992208|0.092398934|0.0897259|0.07169753|0.0|0.037107453|0.030054692|0.037721768|0.0|0.0534107|0.06965592|0.0|0.0326508|0.030029058|0.0|0.0|0.14121634|0.0820356|0.08460129|0.0881246|0.06759992|0.052269652|0.04440432|0.0326508|0.0|0.1101554|0.0|0.11786318|0.049662307|0.04847864|0.0|0.0|0.02076089|0.038271658|0.0|0.06017047|0.05324972|0.03470273|0.024494976|0.06690517|0.028781153|0.0|0.09131387|0.041648433|0.04926955|0.05608116|0.09951625|0.079020165|0.06475088|0.044952765|0.0|0.056199834|0.041404177|0.0|0.10787822|0.13627535|0.0|0.024803765|0.031297844|0.037721768|0.025475293|0.06723231|0.036674604|0.038534917|0.065084666|0.0|0.06675293|0.051073074|0.038123146|0.083798364|0.0|0.13067552|0.0|0.10415939|0.0|0.11154909|0.11433334|0.034970917|0.0|0.18119502|0.0|0.111278355|0.060302764|0.099218264|0.08722907|0.033166185|0.0|0.0|0.07244697|0.26664275|0.097201064|0.059595942|0.033714514|0.033616|0.05140413|0.056812674|0.052323118|0.06909299|0.0|0.0|0.059228774|0.0|0.029202148|0.0|0.10063086|0.06376515|0.06851977|0.03456997|0.05219248|0.0|0.03038308|0.057399727|0.0|0.10318013	15|25|37|39|43|91|115|175|185|231|275|295|301|309|353|357|361|369|375|395|405|429|431|457|475|491|493|497|517|519|523|535|539|689|697|715|745|749|757|813|851|861|865|867|881|885|897|899|943|945|949|975|985|1049|1063|1089|1113|1141|1149|1177|1197|1205|1209|1211|1223|1227|1231|1245|1289|1305|1313|1321|1357|1373|1379|1401|1419|1439|1443|1473|1479|1483|1493|1519|1571|1581|1583|1591|1597|1607|1623|1635|1639|1661|1671|1687|1709|1763|1777|1791|1799|1803|1811|1831|1851|1869|1877|1879|1897|1899|1911|1929|1951|1959|1961|1969|2005|2021|2039|2041|2049|2063|2105|2107|2109|2117|2133|2147|2191|2209|2211|2227|2243|2255|2307|2311|2325|2329|2363|2367|2393|2399|2405|2429|2437|2447|2449|2451|2465|2495|2517|2523|2541|2547|2551|2577|2581|2595|2609|2611|2613|2645|2665|2687|2697|2703|2731|2741|2747|2749|2751|2765|2787|2831|2869|2885|2893|2901|2905|2987|3007|3021|3037|3051|3079|3081|3101|3147|3149|3159|3161|3175|3187|3247|3253|3279|3313|3355|3359|3365|3375|3381|3389|3421|3443|3475|3491|3511|3517|3543|3559|3569|3591|3603|3605|3637|3639|3659|3681|3691|3705|3725|3737|3743|3805|3839|3845|3871|3903|3913|3919|3929|3997|4001|4031|4047|4051|4055|4067|4083|4095|4109|4123|4133|4141|4151|4167|4169|4181|4187|4205|4225|4249|4251|4343|4363|4369|4385|4395|4403|4415|4435|4445|4477|4495|4505|4509|4515|4541|4543|4549|4553|4629|4693|4709|4723|4725|4775|4803|4813|4859|4861|4871
25590520	155459	60489	1.0	0.8162121	0.0|0.0|0.06082107|0.019881908|0.043951433|0.026996162|0.0536379|0.0|0.030548897|0.0|0.015546783|0.0|0.0|1.0|0.0|0.015507264|0.0|0.02577589|0.0|0.029115107|0.024254726|0.04389932|0.025269303|0.0|0.013019614|0.08142702|0.05289241|0.0|0.0|0.0|0.0|0.0|0.038359262|0.023050547|0.026770905|0.0|0.015773444|0.03658386|0.029370017|0.0|0.021273091|0.036711544|0.0|0.013591346|0.0|0.047464382|0.020644875|0.027962279|0.0|0.041989148|0.048706487|0.0|0.031739358|0.044504702|0.06299237|0.04107558|0.052118354|0.017159661|0.0|0.03834216|0.020612655|0.014245408|0.03276644|0.023822619|0.054517716|0.0|0.031873085|0.022035375|0.028287262|0.014600074|0.024907485|0.037803262|0.010470821|0.018971656|0.027737565|0.043812037|0.0|0.0|0.01393975|0.017467722|0.02043574|0.027649442|0.05039676|0.0|0.037989188|0.03226982|0.020562828|0.0|0.032209672|0.027553622|0.04224558|0.023838546|0.017312372|0.011026258|0.016775912|0.017612085|0.0358342|0.014880883|0.028850518|0.025320597|0.0|0.03658386|0.0|0.03476964|0.035000533|0.029885547|0.0|0.06858991|0.06830788|0.0|0.024203178|0.014095306|0.030307677|0.0|0.028038714|0.035811402|0.012301153|0.010003767|0.0|0.013450149|0.0|0.023600996|0.029161956|0.033771493|0.01711225|0.04067057|0.0|0.02058258|0.028508559|0.0|0.016611828|0.0|0.027309658|0.020308543|0.068082355	18|20|26|32|60|80|92|124|142|180|224|238|262|276|342|376|380|388|444|460|542|672|678|692|878|916|966|978|1004|1090|1152|1232|1266|1290|1324|1360|1382|1566|1602|1644|1690|1746|1748|1782|1784|1792|1800|1840|1894|1978|2002|2030|2032|2060|2066|2136|2142|2154|2252|2266|2332|2334|2338|2412|2424|2626|2682|2692|2712|2714|2800|2834|2874|2890|3044|3214|3306|3334|3356|3430|3460|3512|3514|3520|3562|3634|3712|3730|3776|3784|3794|3882|3892|3934|3938|3948|3956|3960|4008|4010|4154|4156|4160|4170|4220|4238|4244|4260|4304|4308|4360|4422|4428|4436|4438|4468|4482|4512|4518|4532|4544|4558|4568|4588|4666|4680|4702|4744|4768|4780|4806|4810|4832|4848|4852
25590520	60489	155459	1.0	0.58858764	0.013418589|0.0|0.059690826|0.021132242|0.0|0.029548237|0.06181317|0.0|0.034609362|0.0|0.008886435|0.0|0.0|0.9999999|0.0|0.015581142|0.0|0.026031144|0.0|0.026045222|0.034356333|0.037827656|0.02768053|0.0|0.014204707|0.08831343|0.065108284|0.0|0.0|0.0|0.0|0.0|0.037097193|0.021811552|0.032800496|0.0|0.01742142|0.052025534|0.026345316|0.0|0.017801289|0.033496015|0.0|0.015413731|0.0|0.038276188|0.019349039|0.04049975|0.0|0.036194455|0.056793034|0.0|0.028784204|0.049979534|0.057639305|0.064840555|0.049262315|0.019194847|0.0|0.0519768|0.0111905|0.02669454|0.029855816|0.021220949|0.06628972|0.0|0.048368007|0.022442823|0.02628066|0.012601068|0.014552973|0.041812185|0.014240288|0.020524804|0.025819764|0.036797263|0.0|0.0|0.014240479|0.018693242|0.032016337|0.02649465|0.02938039|0.0|0.032185934|0.033527423|0.011863536|0.086896196|0.02758589|0.025662182|0.03648384|0.034232505|0.017035399|0.014018862|0.021786122|0.00921509|0.04860796|0.014751596|0.028983442|0.028793173|0.0|0.052025534|0.0|0.040225558|0.039959658|0.03062967|0.029460374|0.07309906|0.07891091|0.0|0.024834288|0.012322289|0.014915554|0.0|0.022900915|0.028178181|0.012957383|0.015305013|0.0|0.005013916|0.0|0.032261238|0.030990265|0.04056665|0.023531422|0.037745655|0.0|0.017607056|0.033417016|0.0|0.01222349|0.0|0.02332531|0.025978036|0.071721844	19|21|27|33|61|81|93|125|143|181|225|239|263|277|343|377|381|389|445|461|543|673|679|693|879|917|967|979|1005|1091|1153|1233|1267|1291|1325|1361|1383|1567|1603|1645|1691|1747|1749|1783|1785|1793|1801|1841|1895|1979|2003|2031|2033|2061|2067|2137|2143|2155|2253|2267|2333|2335|2339|2413|2425|2627|2683|2693|2713|2715|2801|2835|2875|2891|3045|3215|3307|3335|3357|3431|3461|3513|3515|3521|3563|3635|3713|3731|3777|3785|3795|3883|3893|3935|3939|3949|3957|3961|4009|4011|4155|4157|4161|4171|4221|4239|4245|4261|4305|4309|4361|4423|4429|4437|4439|4469|4483|4513|4519|4533|4545|4559|4569|4589|4667|4681|4703|4745|4769|4781|4807|4811|4833|4849|4853
25633977	155030	23327	1.0	0.8866034	1.0000001|0.014111155|0.0|0.0035837982|0.090255156	278|1848|2684|3432|3664
25633977	23327	155030	1.0	0.87267804	1.0|0.019168118|0.0|0.0066865995|0.09815039	279|1849|2685|3433|3665
1448930	156110	2736	0.0	0.88664925	1.0000001|0.050959736|0.03940736|0.445284	280|1298|3098|3820
1448930	2736	156110	0.0	0.9407047	1.0|0.04264305|0.03017641|0.44803298	281|1299|3099|3821
1357191	155030	100689229	0.0	0.009035812	1.0|0.05969641|0.07620107	282|1682|4648
1357191	100689229	155030	0.0	0.009035812	1.0|0.05688695|0.08256014	283|1683|4649
8676452	155030	5478	1.0	1.0	0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0	284|292|334|578|1642|1874|2274|2614|2672|2826|2996|3228|3456|3462|4084|4430|4538|4796
8676452	5478	155030	1.0	1.0	0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0	285|293|335|579|1643|1875|2275|2615|2673|2827|2997|3229|3457|3463|4085|4431|4539|4797
11878916	155348	10959	0.0	2.198368e-05	0.08036378|0.036038194|0.9999998|0.056865588|0.10856514|0.03221424|0.04530211	34|172|286|712|1284|1528|2224
11878916	10959	155348	0.0	4.160022e-06	0.090269|0.03705336|1.0000002|0.07784813|0.12941888|0.03117603|0.041551284	35|173|287|713|1285|1529|2225
8806575	155945	920	1.0	1.0	0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0	126|154|188|196|204|256|288|306|402|448|570|590|764|820|830|1020|1072|1110|1218|1262|1376|1436|1440|1526|1568|1610|1628|1714|1846|1862|1930|1936|1986|2268|2342|2406|2452|2534|2544|2586|2620|2660|2732|2756|2788|2824|3024|3204|3226|3276|3320|3326|3342|3426|3532|3626|3660|3706|3770|3866|3910|3952|3954|3986|4226|4346|4356|4380|4662|4814|4862
8806575	920	155945	1.0	1.0	0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0	127|155|189|197|205|257|289|307|403|449|571|591|765|821|831|1021|1073|1111|1219|1263|1377|1437|1441|1527|1569|1611|1629|1715|1847|1863|1931|1937|1987|2269|2343|2407|2453|2535|2545|2587|2621|2661|2733|2757|2789|2825|3025|3205|3227|3277|3321|3327|3343|3427|3533|3627|3661|3707|3771|3867|3911|3953|3955|3987|4227|4347|4357|4381|4663|4815|4863
25688986	155971	1236	0.0	0.9950848	1.0000002	290
25688986	1236	155971	0.0	0.9950848	1.0000002	291
